{'Device Status': 'Connected', 'Name': 'Gregory Callahan', 'User Name': 'craig15', 'MAC Address': '6f:19:66:ec:88:bb', 'IP Address': '73.205.105.74', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -45, 'Best RSSI (dBm)': -39, 'Uplink Data': 222888, 'Downlink Data': 678313, 'Avg. data rate': 531, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 15, 46, 28, 4485), 'First Detected At': datetime.datetime(2024, 2, 5, 1, 27, 38, 269590), 'Location': 'Dianaside', 'Sticky': True, 'Tag': 'city'}
{'Device Status': 'Failed', 'Name': 'Catherine Castillo', 'User Name': 'yolandaharrison', 'MAC Address': 'd7:1d:04:c3:18:51', 'IP Address': '146.217.74.102', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -60, 'Best RSSI (dBm)': -42, 'Uplink Data': 917512, 'Downlink Data': 917070, 'Avg. data rate': 557, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 2, 26, 11, 324552), 'First Detected At': datetime.datetime(2024, 1, 11, 21, 44, 33, 460921), 'Location': 'Lake Erin', 'Sticky': False, 'Tag': 'area'}
{'Device Status': 'Connected', 'Name': 'Michael Nelson', 'User Name': 'jessicaruiz', 'MAC Address': '3a:19:f0:01:11:31', 'IP Address': '56.106.23.59', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -72, 'Best RSSI (dBm)': -52, 'Uplink Data': 221361, 'Downlink Data': 864641, 'Avg. data rate': 18, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 12, 13, 59, 964169), 'First Detected At': datetime.datetime(2024, 1, 18, 14, 9, 37, 176640), 'Location': 'New Dana', 'Sticky': True, 'Tag': 'how'}
{'Device Status': 'Connected', 'Name': 'Todd Hernandez', 'User Name': 'davidriggs', 'MAC Address': 'b0:6b:ee:1a:8a:6a', 'IP Address': '191.33.132.135', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -96, 'Best RSSI (dBm)': -67, 'Uplink Data': 357276, 'Downlink Data': 830854, 'Avg. data rate': 567, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 2, 14, 19, 842920), 'First Detected At': datetime.datetime(2024, 2, 1, 16, 28, 52, 898025), 'Location': 'North Kathrynstad', 'Sticky': False, 'Tag': 'with'}
{'Device Status': 'Connected', 'Name': 'Melissa Johnston', 'User Name': 'joshuagriffith', 'MAC Address': '7a:4c:23:3f:46:6d', 'IP Address': '148.192.131.186', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -70, 'Best RSSI (dBm)': -83, 'Uplink Data': 521214, 'Downlink Data': 670410, 'Avg. data rate': 42, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 12, 20, 45, 646435), 'First Detected At': datetime.datetime(2024, 1, 13, 23, 55, 3, 175494), 'Location': 'West Monicaborough', 'Sticky': True, 'Tag': 'mention'}
{'Device Status': 'Failed', 'Name': 'Jessica Carpenter', 'User Name': 'dmartinez', 'MAC Address': 'bb:4a:1c:8b:44:06', 'IP Address': '195.39.205.16', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -36, 'Best RSSI (dBm)': -100, 'Uplink Data': 66419, 'Downlink Data': 28191, 'Avg. data rate': 351, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 9, 2, 24, 350471), 'First Detected At': datetime.datetime(2024, 1, 30, 20, 4, 51, 215713), 'Location': 'Weaverport', 'Sticky': True, 'Tag': 'stay'}
{'Device Status': 'Connected', 'Name': 'Kathleen Brown', 'User Name': 'vcasey', 'MAC Address': '50:27:d0:85:2c:8b', 'IP Address': '119.99.117.68', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -37, 'Best RSSI (dBm)': -35, 'Uplink Data': 37167, 'Downlink Data': 891738, 'Avg. data rate': 499, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 1, 6, 27, 72383), 'First Detected At': datetime.datetime(2024, 1, 22, 17, 37, 54, 223086), 'Location': 'Millston', 'Sticky': True, 'Tag': 'line'}
{'Device Status': 'Failed', 'Name': 'Mark Nunez', 'User Name': 'rmorgan', 'MAC Address': '59:db:1b:8a:01:90', 'IP Address': '188.138.199.204', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -41, 'Best RSSI (dBm)': -87, 'Uplink Data': 346070, 'Downlink Data': 695209, 'Avg. data rate': 13, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 2, 55, 13, 192824), 'First Detected At': datetime.datetime(2024, 1, 29, 4, 22, 12, 776255), 'Location': 'Jennifershire', 'Sticky': True, 'Tag': 'voice'}
{'Device Status': 'Connected', 'Name': 'Paul Perez', 'User Name': 'aking', 'MAC Address': '6b:6d:ad:72:1c:ad', 'IP Address': '139.115.100.179', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -58, 'Best RSSI (dBm)': -71, 'Uplink Data': 919470, 'Downlink Data': 460684, 'Avg. data rate': 297, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 3, 41, 0, 542658), 'First Detected At': datetime.datetime(2024, 1, 4, 12, 10, 42, 669173), 'Location': 'South Chris', 'Sticky': False, 'Tag': 'home'}
{'Device Status': 'Failed', 'Name': 'Franklin Ayers', 'User Name': 'sgreen', 'MAC Address': 'b7:af:76:87:eb:86', 'IP Address': '6.235.13.17', 'OS': 'macOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -76, 'Best RSSI (dBm)': -74, 'Uplink Data': 928263, 'Downlink Data': 532270, 'Avg. data rate': 152, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 23, 53, 41, 39816), 'First Detected At': datetime.datetime(2024, 2, 4, 1, 59, 30, 119329), 'Location': 'South Jessica', 'Sticky': False, 'Tag': 'around'}
{'Device Status': 'Failed', 'Name': 'David Nolan', 'User Name': 'fthomas', 'MAC Address': 'd0:65:64:c1:ba:fc', 'IP Address': '216.38.189.1', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -56, 'Best RSSI (dBm)': -95, 'Uplink Data': 278068, 'Downlink Data': 357738, 'Avg. data rate': 963, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 13, 12, 7, 484557), 'First Detected At': datetime.datetime(2024, 2, 4, 12, 1, 43, 886254), 'Location': 'Sarahbury', 'Sticky': True, 'Tag': 'care'}
{'Device Status': 'Connected', 'Name': 'Seth Smith', 'User Name': 'nicolecontreras', 'MAC Address': 'd3:ea:94:8c:be:c9', 'IP Address': '27.205.213.121', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -79, 'Best RSSI (dBm)': -86, 'Uplink Data': 57014, 'Downlink Data': 126539, 'Avg. data rate': 408, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 6, 49, 26, 334663), 'First Detected At': datetime.datetime(2024, 1, 12, 8, 56, 40, 968097), 'Location': 'New Angela', 'Sticky': False, 'Tag': 'also'}
{'Device Status': 'Failed', 'Name': 'James Taylor', 'User Name': 'chensley', 'MAC Address': 'db:1d:b0:08:78:8c', 'IP Address': '40.9.4.200', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -77, 'Best RSSI (dBm)': -92, 'Uplink Data': 118837, 'Downlink Data': 723838, 'Avg. data rate': 15, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 12, 18, 48, 127963), 'First Detected At': datetime.datetime(2024, 2, 3, 0, 29, 59, 96994), 'Location': 'West Meganport', 'Sticky': False, 'Tag': 'much'}
{'Device Status': 'Connected', 'Name': 'Miranda Williams', 'User Name': 'lhenry', 'MAC Address': 'd7:37:a5:78:21:95', 'IP Address': '16.42.74.87', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -76, 'Best RSSI (dBm)': -78, 'Uplink Data': 151159, 'Downlink Data': 791104, 'Avg. data rate': 898, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 21, 20, 30, 828918), 'First Detected At': datetime.datetime(2024, 1, 1, 6, 28, 14, 766667), 'Location': 'New Brandonside', 'Sticky': False, 'Tag': 'sell'}
{'Device Status': 'Failed', 'Name': 'Roger Rodriguez', 'User Name': 'kelly06', 'MAC Address': '27:b9:86:e0:cd:f6', 'IP Address': '33.241.130.213', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -87, 'Best RSSI (dBm)': -38, 'Uplink Data': 232968, 'Downlink Data': 971142, 'Avg. data rate': 194, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 9, 11, 0, 530352), 'First Detected At': datetime.datetime(2024, 2, 4, 14, 5, 59, 383207), 'Location': 'Port Jessica', 'Sticky': False, 'Tag': 'goal'}
{'Device Status': 'Failed', 'Name': 'Brian Williams', 'User Name': 'william22', 'MAC Address': '9d:5c:12:b4:24:7f', 'IP Address': '39.222.112.238', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -80, 'Best RSSI (dBm)': -94, 'Uplink Data': 768952, 'Downlink Data': 89728, 'Avg. data rate': 390, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 8, 58, 34, 242316), 'First Detected At': datetime.datetime(2024, 1, 9, 18, 16, 6, 809245), 'Location': 'Deborahville', 'Sticky': False, 'Tag': 'deal'}
{'Device Status': 'Failed', 'Name': 'Christopher Jones', 'User Name': 'lindsay59', 'MAC Address': 'c8:ab:04:cd:c2:5e', 'IP Address': '153.20.181.53', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -54, 'Best RSSI (dBm)': -40, 'Uplink Data': 824926, 'Downlink Data': 393642, 'Avg. data rate': 570, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 0, 24, 59, 82759), 'First Detected At': datetime.datetime(2024, 1, 13, 15, 47, 15, 63078), 'Location': 'Phelpsshire', 'Sticky': True, 'Tag': 'national'}
{'Device Status': 'Connected', 'Name': 'Joe Mcbride', 'User Name': 'benjaminsanchez', 'MAC Address': '2b:02:78:64:77:9e', 'IP Address': '25.70.224.77', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -42, 'Best RSSI (dBm)': -78, 'Uplink Data': 927639, 'Downlink Data': 279150, 'Avg. data rate': 775, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 0, 6, 54, 429570), 'First Detected At': datetime.datetime(2024, 1, 4, 12, 10, 4, 424109), 'Location': 'Mcconnellport', 'Sticky': True, 'Tag': 'half'}
{'Device Status': 'Failed', 'Name': 'Mark West', 'User Name': 'amber69', 'MAC Address': '1d:ef:36:d0:f6:cb', 'IP Address': '133.227.128.218', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -73, 'Best RSSI (dBm)': -30, 'Uplink Data': 909170, 'Downlink Data': 162590, 'Avg. data rate': 405, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 22, 43, 37, 200988), 'First Detected At': datetime.datetime(2024, 1, 3, 20, 10, 29, 975789), 'Location': 'Port Mary', 'Sticky': False, 'Tag': 'moment'}
{'Device Status': 'Failed', 'Name': 'Melanie Edwards', 'User Name': 'amandagonzalez', 'MAC Address': '9b:a2:6b:33:bd:6b', 'IP Address': '157.102.12.209', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -90, 'Best RSSI (dBm)': -74, 'Uplink Data': 33662, 'Downlink Data': 2285, 'Avg. data rate': 442, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 16, 35, 5, 539618), 'First Detected At': datetime.datetime(2024, 1, 24, 12, 53, 53, 214265), 'Location': 'Hannahside', 'Sticky': False, 'Tag': 'win'}
{'Device Status': 'Failed', 'Name': 'Jamie Levine', 'User Name': 'gillespiefred', 'MAC Address': 'ae:45:81:cd:7d:41', 'IP Address': '180.246.250.62', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -54, 'Best RSSI (dBm)': -97, 'Uplink Data': 243452, 'Downlink Data': 152203, 'Avg. data rate': 97, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 10, 8, 38, 834658), 'First Detected At': datetime.datetime(2024, 2, 6, 1, 26, 7, 411371), 'Location': 'Port Judithport', 'Sticky': True, 'Tag': 'perhaps'}
{'Device Status': 'Failed', 'Name': 'Anthony Mejia', 'User Name': 'caleb40', 'MAC Address': 'af:7a:5b:6b:8e:52', 'IP Address': '87.55.41.76', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -49, 'Best RSSI (dBm)': -46, 'Uplink Data': 578162, 'Downlink Data': 621973, 'Avg. data rate': 523, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 5, 16, 35, 54740), 'First Detected At': datetime.datetime(2024, 2, 6, 5, 41, 48, 808487), 'Location': 'East Timothyport', 'Sticky': False, 'Tag': 'woman'}
{'Device Status': 'Connected', 'Name': 'James Nelson', 'User Name': 'xlewis', 'MAC Address': '08:f8:85:62:5c:f4', 'IP Address': '18.67.208.64', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -62, 'Best RSSI (dBm)': -46, 'Uplink Data': 489982, 'Downlink Data': 24765, 'Avg. data rate': 177, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 0, 48, 15, 206594), 'First Detected At': datetime.datetime(2024, 2, 1, 0, 56, 53, 542730), 'Location': 'Lake Jamesville', 'Sticky': True, 'Tag': 'hand'}
{'Device Status': 'Failed', 'Name': 'Michelle Dickerson MD', 'User Name': 'robert14', 'MAC Address': '23:e8:fe:2e:f4:1e', 'IP Address': '188.240.42.57', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -32, 'Best RSSI (dBm)': -71, 'Uplink Data': 787814, 'Downlink Data': 369596, 'Avg. data rate': 878, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 21, 33, 7, 721454), 'First Detected At': datetime.datetime(2024, 1, 25, 12, 25, 56, 878621), 'Location': 'South Teresa', 'Sticky': True, 'Tag': 'share'}
{'Device Status': 'Failed', 'Name': 'Crystal Rodriguez', 'User Name': 'ryanmiller', 'MAC Address': '5c:75:9c:5c:dd:6a', 'IP Address': '147.250.144.120', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -90, 'Best RSSI (dBm)': -38, 'Uplink Data': 807163, 'Downlink Data': 344191, 'Avg. data rate': 594, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 7, 30, 41, 538430), 'First Detected At': datetime.datetime(2024, 1, 5, 21, 7, 27, 57015), 'Location': 'North Kevin', 'Sticky': False, 'Tag': 'fight'}
{'Device Status': 'Failed', 'Name': 'Jerry Johns', 'User Name': 'kimberly83', 'MAC Address': '52:6d:77:1d:2b:bc', 'IP Address': '110.65.15.172', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -91, 'Best RSSI (dBm)': -36, 'Uplink Data': 170508, 'Downlink Data': 616193, 'Avg. data rate': 920, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 19, 54, 56, 937944), 'First Detected At': datetime.datetime(2024, 1, 3, 17, 48, 47, 848551), 'Location': 'Virginiaview', 'Sticky': True, 'Tag': 'we'}
{'Device Status': 'Failed', 'Name': 'Connor Lee', 'User Name': 'xpalmer', 'MAC Address': 'd6:ad:ff:d0:fb:e6', 'IP Address': '204.76.66.174', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -63, 'Best RSSI (dBm)': -83, 'Uplink Data': 340808, 'Downlink Data': 957393, 'Avg. data rate': 115, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 4, 40, 59, 257311), 'First Detected At': datetime.datetime(2024, 1, 28, 16, 56, 58, 804513), 'Location': 'West Leefort', 'Sticky': True, 'Tag': 'stage'}
{'Device Status': 'Connected', 'Name': 'Justin Garza', 'User Name': 'jamesgraves', 'MAC Address': 'fe:4c:e9:20:9d:e3', 'IP Address': '62.88.112.42', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -49, 'Best RSSI (dBm)': -83, 'Uplink Data': 940002, 'Downlink Data': 686319, 'Avg. data rate': 668, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 14, 17, 33, 933352), 'First Detected At': datetime.datetime(2024, 1, 4, 13, 12, 4, 247308), 'Location': 'Port Vanessa', 'Sticky': False, 'Tag': 'economy'}
{'Device Status': 'Connected', 'Name': 'Marie Barrera', 'User Name': 'aprilsmith', 'MAC Address': 'e3:08:68:e1:ac:36', 'IP Address': '83.199.178.252', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -100, 'Best RSSI (dBm)': -50, 'Uplink Data': 78683, 'Downlink Data': 221926, 'Avg. data rate': 926, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 3, 29, 41, 821767), 'First Detected At': datetime.datetime(2024, 1, 10, 14, 47, 31, 308829), 'Location': 'Port Stephanie', 'Sticky': False, 'Tag': 'but'}
{'Device Status': 'Connected', 'Name': 'Erik Lin', 'User Name': 'martinshannon', 'MAC Address': 'e7:15:7d:22:31:67', 'IP Address': '196.239.192.231', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -100, 'Best RSSI (dBm)': -79, 'Uplink Data': 820833, 'Downlink Data': 56997, 'Avg. data rate': 279, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 10, 14, 31, 735474), 'First Detected At': datetime.datetime(2024, 1, 23, 5, 19, 12, 616469), 'Location': 'South Gabriellatown', 'Sticky': False, 'Tag': 'talk'}
{'Device Status': 'Failed', 'Name': 'Elizabeth Eaton', 'User Name': 'amynichols', 'MAC Address': 'c0:b1:7d:42:d1:52', 'IP Address': '72.189.21.31', 'OS': 'macOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -79, 'Best RSSI (dBm)': -68, 'Uplink Data': 64760, 'Downlink Data': 764054, 'Avg. data rate': 294, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 12, 32, 16, 679473), 'First Detected At': datetime.datetime(2024, 1, 18, 17, 35, 15, 7932), 'Location': 'South Richardburgh', 'Sticky': True, 'Tag': 'bring'}
{'Device Status': 'Connected', 'Name': 'Amy Delgado', 'User Name': 'kingcassandra', 'MAC Address': 'e1:9a:1d:33:fe:3c', 'IP Address': '56.108.157.103', 'OS': 'macOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -72, 'Best RSSI (dBm)': -63, 'Uplink Data': 698495, 'Downlink Data': 341972, 'Avg. data rate': 173, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 7, 32, 3, 639345), 'First Detected At': datetime.datetime(2024, 1, 22, 5, 38, 47, 252737), 'Location': 'Ginabury', 'Sticky': False, 'Tag': 'away'}
{'Device Status': 'Failed', 'Name': 'Donna Johnson', 'User Name': 'jkey', 'MAC Address': '46:3e:3e:d4:54:de', 'IP Address': '221.60.4.142', 'OS': 'macOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -91, 'Best RSSI (dBm)': -98, 'Uplink Data': 165079, 'Downlink Data': 13650, 'Avg. data rate': 744, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 22, 33, 55, 299627), 'First Detected At': datetime.datetime(2024, 1, 16, 22, 26, 3, 723936), 'Location': 'Alexanderland', 'Sticky': False, 'Tag': 'financial'}
{'Device Status': 'Failed', 'Name': 'Jerry Kelly', 'User Name': 'adamluna', 'MAC Address': 'b4:5e:cd:1b:1f:71', 'IP Address': '131.183.110.117', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -97, 'Best RSSI (dBm)': -52, 'Uplink Data': 510558, 'Downlink Data': 131531, 'Avg. data rate': 957, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 5, 20, 6, 995793), 'First Detected At': datetime.datetime(2024, 1, 13, 20, 56, 29, 781664), 'Location': 'Port Michael', 'Sticky': False, 'Tag': 'sure'}
{'Device Status': 'Failed', 'Name': 'Joseph Hernandez', 'User Name': 'tamarabird', 'MAC Address': '73:3e:b5:15:00:f9', 'IP Address': '10.201.190.159', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -59, 'Best RSSI (dBm)': -38, 'Uplink Data': 172957, 'Downlink Data': 819604, 'Avg. data rate': 436, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 15, 27, 50, 135947), 'First Detected At': datetime.datetime(2024, 1, 5, 5, 28, 20, 131886), 'Location': 'Emilyfort', 'Sticky': True, 'Tag': 'place'}
{'Device Status': 'Connected', 'Name': 'Travis Spence', 'User Name': 'pamela20', 'MAC Address': 'b6:7f:ae:52:4f:7b', 'IP Address': '51.65.92.96', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -96, 'Best RSSI (dBm)': -99, 'Uplink Data': 318210, 'Downlink Data': 24613, 'Avg. data rate': 696, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 1, 53, 12, 802370), 'First Detected At': datetime.datetime(2024, 1, 9, 18, 11, 58, 705640), 'Location': 'New Roger', 'Sticky': False, 'Tag': 'goal'}
{'Device Status': 'Connected', 'Name': 'Christina Trevino', 'User Name': 'danielsnow', 'MAC Address': '6b:db:ab:44:24:05', 'IP Address': '183.163.161.170', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -50, 'Best RSSI (dBm)': -49, 'Uplink Data': 961292, 'Downlink Data': 65232, 'Avg. data rate': 788, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 6, 16, 51, 382140), 'First Detected At': datetime.datetime(2024, 1, 17, 22, 44, 31, 648392), 'Location': 'Lake Katie', 'Sticky': False, 'Tag': 'customer'}
{'Device Status': 'Failed', 'Name': 'Kathryn Peterson', 'User Name': 'tstevenson', 'MAC Address': '4a:bf:23:1c:09:b2', 'IP Address': '139.33.84.95', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -50, 'Best RSSI (dBm)': -64, 'Uplink Data': 154152, 'Downlink Data': 444410, 'Avg. data rate': 342, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 7, 6, 49, 539911), 'First Detected At': datetime.datetime(2024, 1, 24, 19, 25, 31, 216292), 'Location': 'Gonzalezfurt', 'Sticky': True, 'Tag': 'score'}
{'Device Status': 'Connected', 'Name': 'Katie Miller', 'User Name': 'ralvarado', 'MAC Address': 'b0:83:20:68:97:4a', 'IP Address': '164.72.105.161', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -54, 'Best RSSI (dBm)': -64, 'Uplink Data': 714736, 'Downlink Data': 378507, 'Avg. data rate': 681, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 9, 54, 58, 102939), 'First Detected At': datetime.datetime(2024, 1, 2, 15, 59, 42, 966817), 'Location': 'South Bonniechester', 'Sticky': False, 'Tag': 'environment'}
